##name	Diabetes Dictionary
##sourceLang	Spanish
##targetLang	Spanish
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	U.S. Department of Health and Human Services
##description	Diccionario de t�rminos y informaci�n b�sica sobre diabetes, sus efectos y su cuidado.
##browsingEnabled	
##bgl_creationTime	2000/08/04, 13:26
##bgl_middleUpdated	2000/08/07, 07:29
00A78CDE.png	File: 00A78CDE.png
Sacarina (Saccharin)|Sacarina|Saccharin	Edulcorante sintético que se toma en vez de azúcar porque no contiene calorías.
Secretar (Secrete)|Secretar|Secrete	Producir y verter, como en el caso de las células beta que producen insulina y luego la vierten a la sangre, para que otras células corporales puedan utilizarla para convertir la glucosa (azúcar) en energía.
Sistema de puntos (Point System)|Point System|Sistema de puntos	Modo de programar las comidas que se vale de puntos para calificar los alimentos. Estos se separan en cuatro clases: calorías, carbohidratos, proteínas y grasas. Dentro de su propia clase se asigna a cada alimento un valor en puntos. En la dieta alimenticia programada para el día, puede escogerse entre los alimentos de una misma clase que tienen los mismos puntos tanto para decidir las comidas como los bocadillos entre éstas.
Sitios de inyección (Injection Sites)|Injection Sites|Sitios de inyección	Sitios corporales donde es más fácil inyectarse insulina. Son los siguientes: <BR><B>-</B> La parte externa del brazo en su parte superior.<BR><B>-</B> La cintura y un poco más arriba y más abajo de ella, sin contar el sitio que circunda el ombligo (círculo de unas 2 pulgadas).<BR><B>-</B> La parte superior de la nalga, justo detrás de la cadera.<BR><B>-</B> La parte delantera del muslo, desde el centro hasta el costado, y desde 4 pulgadas debajo de la parte superior del muslo hasta 4 pulgadas por encima de la rodilla.<BR>Pueden variar estos sitios según la talla del individuo.
Somatostatina (Somatostatin)|Somatostatin|Somatostatina	Hormona producida por las células delta del páncreas (en lugares denominados islotes de Langerhans) Los investigadores creen que esta hormona podría regular la manera cómo el organismo secreta dos otras hormonas, la insulina y el glucagón.
Sorbitol (Sorbitol)|Sorbitol	Alcohol de azúcar que el organismo utiliza lentamente. Se emplea como edulcorante en los alimentos dietéticos. Se le califica de edulcorante nutritivo porque cada gramo contiene cuatro calorías, lo mismo que el azúcar de mesa y el almidón. <BR>También el sorbitol se produce en el cuerpo humano, y si su cantidad en las células es excesiva puede ser nocivo. La retinopatía y la neuropatía diabéticas podrían estar relacionadas con la presencia de demasiado sorbitol en las células de los ojos y los nervios.
Sucrosa (Sucrose)|Sucrosa|Sucrose	Azúcar de mesa; forma de azúcar que el organismo tiene que descomponer y pasar a una forma más simple antes de que la sangre pueda absorberlo y conducirlo hasta las células.
Sulfonilureas (Sulfonylureas)|Sulfonilureas|Sulfonylureas	Píldoras o cápsulas que se toman para disminuir el nivel de glucosa (azúcar) en la sangre. <I>Véase también:</I> Agentes hipoglucémicos orales.
Síndrome (Syndrome)|Syndrome|Síndrome	Conjunto de signos o serie de acontecimientos que avisan que hay un problema de salud.
Síntoma (Symptom)|Symptom|Síntoma	Signo de enfermedad. Las micciones frecuentes son signo de diabetes.
Tocólogo (Obstetrician)|Obstetrician|Tocólogo	Médico que atiende y trata a mujeres embarazadas y parturientas. También se le da el nombre de obstetra.
Tolazamida (Tolazamide)|Tolazamida|Tolazamide	Píldora que se toma para disminuir el nivel de glucosa (azúcar) en la sangre. Se administra únicamente a algunos diabéticos no insulinodependientes. <I>Véase también:</I> Agentes hipoglucémicos orales.
Tolbutamida (Tolbutamide)|Tolbutamida|Tolbutamide	Píldora que se toma para disminuir el nivel de glucosa (azúcar) en la sangre. Se administra únicamente a algunos diabéticos no insulinodependientes. <I>Véase también:</I> Agentes hipoglucémicos orales.
Toxemia del embarazo (Toxemia of Pregnancy)|Toxemia del embarazo|Toxemia of Pregnancy	Estado en el que se acumulan en el organismo de la mujer embarazada sustancias tóxicas, tales como sus propios productos de desecho, que pueden causar daño tanto a la madre como a la criatura por nacer. Los primeros signos de toxemia son hinchazón cerca de los ojos y en los tobillos (edema), dolor de cabeza, presión arterial alta y aumento de peso que la madre podría confundir con el normal que se gana durante la gestación. Es posible que la madre tenga glucosa (azúcar) tanto como acetona en la orina. Sin pérdida de tiempo se debe consultar al médico sobre esos síntomas.
Trasplante de células beta (Beta Cell Transplantation)|Beta Cell Transplantation|Trasplante de células beta	<I>Véase a continuación:</I> Trasplante de células insulares.
Trasplante de células insulares (Islet Cell Transplantation)|Islet Cell Transplantation|Trasplante de células insulares	Traspaso de células beta (insulares) del páncreas de un donante a una persona cuyo páncreas ha dejado de producir insulina. Las células beta producen la insulina que el organismo necesita para poder utilizar la glucosa (azúcar) como energía. Si bien en el futuro el trasplante de células insulares podría ayudar a los diabéticos, este procedimiento se halla todavía en una etapa experimental.
Trasplante pancreático (Pancreatic Transplant)|Pancreatic Transplant|Trasplante pancreático	Procedimiento experimental que consiste en el reemplazo del páncreas de un diabético con un páncreas sano productor de insulina. Este proviene de un donante que acaba de fallecer o de un familiar vivo que puede donar la mitad de su páncreas y seguir contando con suficiente insulina para llenar sus propias necesidades.
Trasplante segmentario (Segmental Transplantation)|Segmental Transplantation|Trasplante segmentario	Procedimiento quirúrgico que consiste en la colocación de una porción de páncreas que contiene células productoras de insulina en un diabético cuyo páncreas ha cesado de producir insulina.
Trastorno de la tolerancia a la glucosa (IGT) (Impaired Glucose Tolerance [IGT])|IGT|Impaired Glucose Tolerance|Trastorno de la tolerancia a la glucosa|Trastorno de la tolerancia a la glucosa (IGT)	Niveles de glucosa (azúcar) más altos de lo normal pero por debajo del nivel de los diabéticos. Aun cuando alguna persona pudiera tener en la prueba cifras altas de glucosa, es posible que nunca llegue a desarrollar verdadera diabetes. A este trastorno antes se le denominaba diabetes &quotlimítrofe", &quotsubclínica", &quotquímica" o &quotlatente".
Tratamiento con láser (Laser Treatment)|Laser Treatment|Tratamiento con láser	Uso de un haz fuerte de luz especial (láser) para tratar sitios lesionados. Podría tratarse al diabético con láser para curar vasos sanguíneos en el ojo. <I>Véase también:</I> Fotocoagulación.<BR><img src="860030D8.png" align="center" width="150" height="124">
Trauma (Trauma)|Trauma	Herida, daño, o lesión corporal. También el trauma puede ser mental por ejemplo, cuando una persona siente muchísimo estrés.
Triglicérido (Triglycende)|Triglicérido|Triglycende	Una clase de grasa sanguínea. El organismo necesita insulina para eliminarla de la sangre. Si la diabetes se halla bajo control y el individuo tiene el debido peso corporal, generalmente el nivel de triglicéridos en la sangre será más o menos normal.
Tóxico (Toxic)|Toxic|Tóxico	Dañino; relativo a los venenos.
U-40,  U-100 (U-40, U-100)|U 100|U 40	<I>Véase:</I> Unidad de insulina.
Ulcera (Ulcer)|Ulcer|Ulcera	Lesión de la superficie cutánea; llaga profunda. Los diabéticos pueden tenerlas como consecuencia de arañazos leves en los pies o las piernas, de cortaduras que no sanan pronto o del roce de zapatos que no calzan bien. Las úlceras pueden infectarse.
Umbral renal (Renal Threshold)|Renal Threshold|Umbral renal	Cuando la sangre contiene tanta cantidad de una sustancia, como la glucosa (azúcar), que los riñones dejan que el exceso se derrame, o sea, pase a la orina. Esto se denomina también &quotumbral del riñón", &quotpunto de derrame" y &quotpunto de rebosamiento".
Unidad de insulina (Unit of Insulin)|Unidad de insulina|Unit of Insulin	La medida básica de la insulina. La insulina U-40 significa 40 unidades de insulina por un (1) mililitro (mL) o centímetro cúbico (cc) de solución. La insulina U-100 significa 100 unidades de insulina por mililitro o centímetro cúbico de solución.
Urea (Urea)|Urea	Uno de los principales productos de desecho corporales. Al descomponer el organismo los alimentos, utiliza los que necesita y descarta como desechos los restantes. Los riñones eliminan por la orina las sustancias inútiles en forma de urea.
Urticaria (Hives)|Hives|Urticaria	Reacción cutánea con parches algo protuberantes que son más rojos o más pálidos que la piel que los rodea, muchas veces acompanados de picazón.
Urólogo (Urologist)|Urologist|Urólogo	Médico que atiende y trata a pacientes de ambos sexos que presentan enfermedades de las vías urinarias y del sexo masculino que presentan enfermedades de los órganos genitales.
Vaginitis (Vaginitis)|Vaginitis	Infección de la vagina, usualmente debida a un hongo. Causa picazón o escozor en las mujeres que la tienen y a veces también exudado. La vaginitis se presenta más a menudo en las mujeres diabéticas que en las que no padecen de esta enfermedad.
Vascular (Vascular)|Vascular	Relativo a los vasos sanguíneos corporales (arterias, venas y capilares).
Vasos sanguíneos (Blood Vessels)|Blood Vessels|Vasos sanguíneos	Tubos que funcionan como un sistema de carreteras y canales para llevar y traer sangre por todas las partes del cuerpo. Las tres clases principales de vasos sanguíneos son las arterias, las venas y los capilares. El corazón bombea sangre por estos vasos para que ésta pueda acarrear el oxígeno y los elementos nutritivos que necesitan las células y las materias de desecho inservibles para las células.
Vena (Vein)|Vein|Vena	Vaso sanguíneo que lleva sangre al corazón. <I>Véase también:</I> Vasos sanguíneos.
Vigilancia de la glucosa sanguínea (Blood Glucose Monitoring)|Blood Glucose Monitoring|Vigilancia de la glucosa sanguínea	Modo de controlar el nivel de glucosa (azúcar) que hay en la sangre. En el extremo de una cinta especial de papel se coloca una gota de sangre obtenida de la punta del dedo o del lóbulo de la oreja. La cinta de papel contiene una sustancia química que la hace cambiar de color según la cantidad de glucosa que hay en la sangre. El diabético puede determinar si el nivel de glucosa es bajo, alto o normal de dos maneras diferentes. La primera es visualmente, comparando el extremo del papel con un cuadro de colores impreso a un lado del envase de las cintas de ensayo. <BR>La segunda manera, que algunas personas prefieren, es utilizando un medidor. Se insertan las cintas en esta máquina y se lee cuál es el nivel correcto de glucosa en la sangre. <BR>A menudo las pruebas de sangre son mejores que las de orina para la vigilancia de los niveles de glucosa sanguínea.<BR><img src="ACB42547.png" align="center" width="150" height="352"><BR>
Vigilancia domiciliaria de la glucosa (Home Blood Glucose Monitoring)|Home Blood Glucose Monitoring|Vigilancia domiciliaria de la glucosa	Modo en que una persona puede controlar el nivel de glucosa (azúcar) que hay en su sangre. Otro nombre es autovigilancia de la glucosa sanguínea. <I>Véase también, a continuación:</I> Vigilancia de la glucosa sanguínea.
Virus Coxsackie B4 (Coxsackie B4 Virus)|Coxsackie B4 Virus|Virus Coxsackie B4	Un virus que se ha visto que daña las células beta del páncreas en pruebas de laboratorio. Podría ser este virus una causa de la diabetes insulinodependiente.
Vitrectomía (Vitrectomy)|Vitrectomy|Vitrectomía	La extracción del gel del centro del globo ocular porque contiene sangre y tejido cicatrizal que impiden la visión. El cirujano oftalmólogo reemplaza con un líquido claro el gel turbio. <I>Véase también:</I> Retinopatía diabética.
